fundingTime,target_next_rate,fundingRate,alpha_8h,alpha_regime,target_24h_avg,alpha_24h,alpha_ensemble,in_signal_alpha
2023-03-15 08:00:00+00:00,0.0001,0.0001,,,3.3123333333333335e-05,,,
2023-03-15 16:00:00.012000+00:00,-0.00010063,0.0001,,,-5.8859999999999995e-05,,,
2023-03-16 00:00:00.004000+00:00,0.0001,-0.00010063,,,-2.3256666666666664e-05,,,
2023-03-16 08:00:00.018000+00:00,-0.00017595,0.0001,,,-6.934999999999999e-05,,,
2023-03-16 16:00:00.005000+00:00,6.18e-06,-0.00017595,,,-3.0266666666666666e-05,,,
2023-03-17 00:00:00.017000+00:00,-3.828e-05,6.18e-06,,,1.0066666666666694e-06,,,
2023-03-17 08:00:00.010000+00:00,-5.87e-05,-3.828e-05,,,0.00010570333333333333,,,
2023-03-17 16:00:00.003000+00:00,0.0001,-5.87e-05,,,0.00015860333333333335,,,
2023-03-18 00:00:00.012000+00:00,0.00027581,0.0001,,,0.00015860333333333335,,,
2023-03-18 08:00:00+00:00,0.0001,0.00027581,,,0.0001,,,
2023-03-18 16:00:00.016000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-19 00:00:00.013000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-19 08:00:00.024000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-19 16:00:00+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-20 00:00:00.005000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-20 08:00:00.012000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-20 16:00:00.015000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-21 00:00:00.006000+00:00,0.0001,0.0001,,,0.0001,,,
2023-03-21 08:00:00.004000+00:00,0.0001,0.0001,,,8.703000000000003e-05,,,
2023-03-21 16:00:00.003000+00:00,0.0001,0.0001,,,8.703000000000003e-05,,,
2023-03-22 00:00:00+00:00,6.109e-05,0.0001,,,2.4703333333333358e-05,,,
2023-03-22 08:00:00.003000+00:00,0.0001,6.109e-05,,,9.80000000000002e-06,,,
2023-03-22 16:00:00+00:00,-8.698e-05,0.0001,,,9.800000000000021e-06,,,
2023-03-23 00:00:00.016000+00:00,1.638e-05,-8.698e-05,,,7.212666666666669e-05,,,
