fundingTime,fundingRate,rate_annualized_pct,rate_7d_mean,rate_7d_std,rate_30d_mean,rate_30d_std,rate_zscore,rate_zscore_7d,rate_momentum_1d,rate_momentum_3d,rate_momentum_7d,rate_acceleration,pct_positive_7d,pct_positive_30d,rate_volatility_7d,hour,weekday,hour_sin,hour_cos,weekday_sin,weekday_cos,fundingRate_bybit,cross_divergence,cross_divergence_abs,cross_divergence_zscore,binance_premium,okx_funding_rate,binance_okx_spread,binance_okx_zscore,tri_exchange_mean,tri_exchange_std,tri_exchange_outlier,max_exchange_spread,basis_abs,basis_pct,basis_7d_mean,basis_momentum,basis_zscore,usdt_supply,usdt_inflow_7d_pct,usdc_supply,usdc_inflow_7d_pct,total_stablecoin_supply,total_inflow_7d_pct,predicted_funding_proxy,pred_vs_actual_spread,pred_direction_matches_actual,btc_oi_dominance,alt_season_signal,dominance_change_24h,rate_btc,zscore_btc,mom_btc,rate_eth,zscore_eth,mom_eth,rate_sol,zscore_sol,mom_sol,rate_doge,zscore_doge,mom_doge,rate_xrp,zscore_xrp,mom_xrp,rate_avax,zscore_avax,mom_avax,rate_link,zscore_link,mom_link,btc_eth_spread,btc_sol_spread,eth_sol_spread,btc_eth_spread_zscore,btc_sol_spread_zscore,eth_sol_spread_zscore,hierarchy_normal,hierarchy_inversion,all_above_zscore_1,sync_score,btc_falling_sol_rising,rotation_direction,portfolio_rate_weighted,rel_score_btc,rel_score_eth,rel_score_sol,rel_score_doge,rel_score_xrp,rel_score_avax,rel_score_link,target_next_positive,target_next_3,target_next_rate,target_label_ordinal
2023-03-20 00:00:00.005000+00:00,0.0001,10.950000000000001,,,,,,,0.0,6.689e-05,,0.0,,,,0,0,0.0,1.0,0.0,1.0,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,76213483077.0,5.675408253607106,35896107315.0,-11.718798361083781,112109590392.0,-3.0216950537383376,,,1,,,,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,0.0,0.0001,,,,,,,,0,0,9.081e-05,0
2023-03-20 08:00:00.012000+00:00,9.081e-05,9.943695000000002,,,,,,,-9.189999999999998e-06,-9.189999999999998e-06,,-9.189999999999998e-06,,,,8,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,,,,,0,,,,9.081e-05,0.0,0,0.0,,,,,,76213483077.0,5.675408253607106,35896107315.0,-11.718798361083781,112109590392.0,-3.0216950537383376,,,1,,,,9.081e-05,,-9.189999999999998e-06,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,-9.189999999999998e-06,-9.189999999999998e-06,0.0,,,,0,0,0,0,0,1.0,9.77025e-05,,,,,,,,0,0,0.0001,0
2023-03-20 16:00:00.015000+00:00,0.0001,10.950000000000001,,,,,,,0.0,0.0,,0.0,,,,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,76213483077.0,5.675408253607106,35896107315.0,-11.718798361083781,112109590392.0,-3.0216950537383376,,,1,,,,0.0001,,0.0,8.194e-05,,-1.806e-05,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,1.806e-05,0.0,-1.806e-05,,,,0,1,0,0,0,0.0,9.6388e-05,,,,,,,,0,0,8.118e-05,0
2023-03-21 00:00:00.006000+00:00,8.118e-05,8.88921,,,,,,,-1.882e-05,-1.882e-05,,-1.882e-05,,,,0,1,0.0,1.0,0.7818314824680297,0.6234898018587336,,,,,0,,,,8.118e-05,0.0,0,0.0,,,,,,76102599077.0,4.885983010951445,35864646603.0,-11.376652307553837,111967245680.0,-3.245334648301196,,,1,,,,8.118e-05,,-1.882e-05,7.106e-05,,-2.8940000000000004e-05,0.0001,,0.0,3.105e-05,,-6.895e-05,4.558e-05,,-5.4420000000000004e-05,0.0001,,0.0,4.759e-05,,-5.241000000000001e-05,1.0120000000000005e-05,-1.882e-05,-2.8940000000000004e-05,,,,0,1,0,0,0,1.0,7.1929e-05,,,,,,,,0,0,1.254e-05,0
2023-03-21 08:00:00.004000+00:00,1.254e-05,1.37313,,,,,,,-7.827000000000001e-05,-8.746e-05,,-6.908000000000001e-05,,,,8,1,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,,,,,0,,,,1.254e-05,0.0,0,0.0,,,,,,76102599077.0,4.885983010951445,35864646603.0,-11.376652307553837,111967245680.0,-3.245334648301196,,,1,,,,1.254e-05,,-7.827000000000001e-05,4.611e-05,,-5.389000000000001e-05,0.0001,,0.0,0.0001,,0.0,4.505e-05,,-5.495000000000001e-05,0.0001,,0.0,-1.743e-05,,-0.00011743,-3.357e-05,-8.746e-05,-5.389000000000001e-05,,,,1,0,0,0,0,1.0,5.0119e-05,,,,,,,,0,0,2.92e-06,0
2023-03-21 16:00:00.003000+00:00,2.92e-06,0.31974,,,,,,,-9.708e-05,-9.708e-05,,-9.708e-05,,,,16,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,,,,,0,,,,2.92e-06,0.0,0,0.0,,,,,,76102599077.0,4.885983010951445,35864646603.0,-11.376652307553837,111967245680.0,-3.245334648301196,,,1,,,,2.92e-06,,-9.708e-05,8.99e-05,,7.959999999999998e-06,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,-8.698e-05,-9.708e-05,-1.0100000000000002e-05,,,,1,0,0,0,0,1.0,7.371e-05,,,,,,,,0,0,2.68e-06,0
2023-03-22 00:00:00+00:00,2.68e-06,0.29346000000000005,,,,,,,-7.850000000000001e-05,-9.732000000000001e-05,,-5.968000000000001e-05,,,,0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,,,,,0,,,,2.68e-06,0.0,0,0.0,,,,,,76849069864.0,5.428379636123637,35127847500.0,-10.118291814709512,111976917364.0,-2.3449560892929373,,,1,,,,2.68e-06,,-7.850000000000001e-05,5.146e-05,,-1.9600000000000002e-05,0.0001,,0.0,0.0001,,6.895e-05,0.0001,,5.4420000000000004e-05,0.0001,,0.0,0.0001,,5.241000000000001e-05,-4.878e-05,-9.732000000000001e-05,-4.8540000000000006e-05,,,,1,0,0,0,0,1.0,6.5962e-05,,,,,,,,0,0,6e-08,0
2023-03-22 08:00:00.003000+00:00,6e-08,0.006569999999999999,,,,,,,-1.248e-05,-9.994000000000001e-05,,6.579e-05,,,,8,2,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,,,,,0,,,,6e-08,0.0,0,0.0,,,,,,76849069864.0,5.428379636123637,35127847500.0,-10.118291814709512,111976917364.0,-2.3449560892929373,,,1,,,,6e-08,,-1.248e-05,1.267e-05,,-3.344e-05,6.109e-05,,-3.8910000000000005e-05,0.0001,,0.0,0.0001,,5.495000000000001e-05,0.0001,,0.0,0.0001,,0.00011743,-1.2610000000000001e-05,-6.103e-05,-4.842e-05,,,,1,0,0,0,0,-1.0,5.1712499999999997e-05,,,,,,,,0,0,5.334e-05,0
2023-03-22 16:00:00+00:00,5.334e-05,5.840730000000001,,,,,,,5.042e-05,-4.6660000000000004e-05,,0.0001475,,,,16,2,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,,,,,0,,,,5.334e-05,0.0,0,0.0,,,,,,76849069864.0,5.428379636123637,35127847500.0,-10.118291814709512,111976917364.0,-2.3449560892929373,,,1,,,,5.334e-05,,5.042e-05,5.54e-05,,-3.4500000000000005e-05,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,-2.0599999999999972e-06,-4.6660000000000004e-05,-4.460000000000001e-05,,,,1,0,0,0,0,-1.0,7.9415e-05,,,,,,,,0,0,2.48e-06,0
2023-03-23 00:00:00.016000+00:00,2.48e-06,0.27155999999999997,,,,,,,-2.000000000000002e-07,-9.752e-05,,7.83e-05,,,,0,3,0.0,1.0,0.43388373911755823,-0.900968867902419,,,,,0,,,,2.48e-06,0.0,0,0.0,,,,,,77428990195.0,5.488570155539718,35018475849.0,-8.105428942637282,112447466044.0,-1.3084293935487818,,,1,,,,2.48e-06,,-2.000000000000002e-07,1.123e-05,,-4.023e-05,-8.698e-05,,-0.00018698,0.0001,,0.0,3.672e-05,,-6.328e-05,1.005e-05,,-8.995e-05,7.942e-05,,-2.058000000000001e-05,-8.75e-06,8.946e-05,9.821e-05,,,,0,1,0,0,0,-1.0,1.2438000000000002e-05,,,,,,,,0,0,-1.09e-05,0
2023-03-23 08:00:00.001000+00:00,-1.09e-05,-1.1935499999999999,6.515333333333334e-05,4.46832781175837e-05,,,,-1.7020535765795786,-1.096e-05,-0.00010171,,1.5200000000000007e-06,0.0,,4.46832781175837e-05,8,3,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419,,,,,0,,,,-1.09e-05,0.0,0,0.0,,,,,,77428990195.0,5.488570155539718,35018475849.0,-8.105428942637282,112447466044.0,-1.3084293935487818,,,1,,,,-1.09e-05,,-1.096e-05,6.86e-05,,5.593e-05,1.638e-05,,-4.471e-05,0.0001,,0.0,-4.151e-05,,-0.00014151000000000002,0.0001,,0.0,0.0001,,0.0,-7.950000000000001e-05,-2.728e-05,5.222e-05,,,,0,1,0,0,0,-1.0,3.9301e-05,,,,,,,,0,0,0.0001,0
2023-03-23 16:00:00.013000+00:00,0.0001,10.950000000000001,6.515333333333334e-05,4.46832781175837e-05,,,,0.7798592255243211,4.6660000000000004e-05,0.0,0.0,-3.759999999999998e-06,0.0,,4.46832781175837e-05,16,3,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,77428990195.0,5.488570155539718,35018475849.0,-8.105428942637282,112447466044.0,-1.3084293935487818,,,1,,,,0.0001,,4.6660000000000004e-05,0.0001,,4.460000000000001e-05,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,-1.0,0.0001,,,,,,,,0,0,0.0001,0
2023-03-24 00:00:00.013000+00:00,0.0001,10.950000000000001,6.833857142857143e-05,4.466898323061701e-05,,,,0.7088011922717595,9.752e-05,1.882e-05,6.689e-05,9.772e-05,0.0,,4.466898323061701e-05,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,77776431260.0,4.754269368002584,34561811567.0,-7.096534209028594,112338242827.0,-1.171132420513005,,,1,,,,0.0001,,9.752e-05,0.0001,,8.877e-05,0.0001,,0.00018698,0.0001,,0.0,4.592e-05,,9.2e-06,0.0001,,8.995e-05,0.0001,,2.058000000000001e-05,0.0,0.0,0.0,,,,0,0,0,0,0,1.0,9.4592e-05,,,,,,,,0,0,0.0001,0
2023-03-24 08:00:00.012000+00:00,0.0001,10.950000000000001,6.833857142857143e-05,4.466898323061701e-05,,,,0.7088011922717595,0.00011090000000000001,8.746e-05,0.0,0.00012186000000000002,0.0,,4.466898323061701e-05,8,4,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,77776431260.0,4.754269368002584,34561811567.0,-7.096534209028594,112338242827.0,-1.171132420513005,,,1,,,,0.0001,,0.00011090000000000001,0.0001,,3.1400000000000004e-05,0.0001,,8.362e-05,0.0001,,0.0,1.834e-05,,5.9850000000000005e-05,0.0001,,0.0,0.0001,,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,-1.0,9.1834e-05,,,,,,,,0,0,0.0001,0
2023-03-24 16:00:00.027000+00:00,0.0001,10.950000000000001,6.833857142857143e-05,4.466898323061701e-05,,,,0.7088011922717595,0.0,9.708e-05,0.0,-4.6660000000000004e-05,0.0,,4.466898323061701e-05,16,4,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,,,,,0,,,,0.0001,0.0,0,0.0,,,,,,77776431260.0,4.754269368002584,34561811567.0,-7.096534209028594,112338242827.0,-1.171132420513005,,,1,,,,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0001,,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,0.0,0.0001,,,,,,,,0,0,-3.1e-06,0
2023-03-25 00:00:00.015000+00:00,-3.1e-06,-0.33945,6.342904761904761e-05,4.663754537974334e-05,,,,-1.4265126322009216,-0.0001031,-5.7800000000000006e-06,-0.0001031,-0.00020062,0.0,,4.663754537974334e-05,0,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,,,,,0,,,,-3.1e-06,0.0,0,0.0,,,,,,78478753062.0,4.410248494898306,34226726304.0,-6.5489776346216,112705479366.0,-1.0693645698616474,,,1,,,,-3.1e-06,,-0.0001031,1.992e-05,,-8.008e-05,-6.551e-05,,-0.00016551,8.523e-05,,-1.477000000000001e-05,-9.3e-06,,-5.522e-05,0.0001,,0.0,0.0001,,0.0,-2.302e-05,6.241000000000001e-05,8.543e-05,,,,0,1,0,0,0,-1.0,2.0975500000000003e-05,,,,,,,,0,0,4.25e-06,0
2023-03-25 08:00:00.011000+00:00,4.25e-06,0.465375,5.886952380952381e-05,4.755489643308989e-05,,,,-1.1485573075818578,-9.575000000000001e-05,4.19e-06,-9.575000000000001e-05,-0.00020665,0.0,,4.755489643308989e-05,8,5,0.8660254037844388,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,,,,,0,,,,4.25e-06,0.0,0,0.0,,,,,,78478753062.0,4.410248494898306,34226726304.0,-6.5489776346216,112705479366.0,-1.0693645698616474,,,1,,,,4.25e-06,,-9.575000000000001e-05,1.46e-05,,-8.54e-05,-5.825e-05,,-0.00015825,0.0001,,0.0,0.0001,,8.166e-05,0.0001,,0.0,0.0001,,0.0,-1.0350000000000001e-05,6.25e-05,7.285e-05,,,,0,1,0,0,0,-1.0,3.5245000000000006e-05,,,,,,,,0,0,2.92e-06,0
2023-03-25 16:00:00.011000+00:00,2.92e-06,0.31974,5.424666666666667e-05,4.807245035707389e-05,,,,-1.067693996986237,-9.708e-05,-5.042e-05,-9.708e-05,-9.708e-05,0.0,,4.807245035707389e-05,16,5,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,,,,,0,,,,2.92e-06,0.0,0,0.0,,,,,,78478753062.0,4.410248494898306,34226726304.0,-6.5489776346216,112705479366.0,-1.0693645698616474,,,1,,,,2.92e-06,,-9.708e-05,-7.95e-06,,-0.00010795000000000001,-4.6e-05,,-0.000146,0.0001,,0.0,0.0001,,0.0,-1.15e-06,,-0.00010115,4.37e-05,,-5.6300000000000006e-05,1.087e-05,4.892e-05,3.805e-05,,,,0,1,0,0,0,-1.0,1.6495e-05,,,,,,,,0,0,6.1e-07,0
2023-03-26 00:00:00+00:00,6.1e-07,0.066795,4.951380952380953e-05,4.8235016064700393e-05,,,,-1.0138653101765747,3.71e-06,-1.8699999999999999e-06,-9.939000000000001e-05,0.00010681,0.0,,4.8235016064700393e-05,0,6,0.0,1.0,-0.7818314824680299,0.6234898018587334,,,,,0,,,,6.1e-07,0.0,0,0.0,,,,,,79014941308.0,3.729994228489031,33699932832.0,-6.130484651442181,112714874140.0,-1.2002452114765751,,,1,,,,6.1e-07,,3.71e-06,8.29e-06,,-1.1629999999999999e-05,-0.00010361,,-3.8100000000000005e-05,-4.361e-05,,-0.00012884,0.0001,,0.0001093,-9.348e-05,,-0.00019348,7.005e-05,,-2.995000000000001e-05,-7.680000000000001e-06,0.00010422,0.00011190000000000001,,,,0,1,0,0,0,-1.0,-1.0435e-05,,,,,,,,0,0,-3.326e-05,0
2023-03-26 08:00:00.015000+00:00,-3.326e-05,-3.6419699999999997,4.316809523809524e-05,4.99946765785166e-05,,,,-1.528724665676454,-3.751e-05,-2.2359999999999996e-05,-0.00013326,5.824000000000001e-05,0.0,,4.99946765785166e-05,8,6,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,,,,,0,,,,-3.326e-05,0.0,0,0.0,,,,,,79014941308.0,3.729994228489031,33699932832.0,-6.130484651442181,112714874140.0,-1.2002452114765751,,,1,,,,-3.326e-05,,-3.751e-05,9.97e-06,,-4.630000000000001e-06,-2.291e-05,,3.534e-05,0.0001,,0.0,4.052e-05,,-5.9480000000000006e-05,9.518e-05,,-4.8200000000000114e-06,6.402e-05,,-3.5980000000000004e-05,-4.323e-05,-1.0349999999999997e-05,3.288e-05,,,,0,1,0,0,1,1.0,2.02145e-05,,,,,,,,0,0,3.634e-05,0
2023-03-26 16:00:00+00:00,3.634e-05,3.9792300000000003,4.013666666666667e-05,4.82768735869809e-05,,,,-0.07864359028606482,3.342e-05,-6.366e-05,-6.366e-05,0.0001305,0.0,,4.82768735869809e-05,16,6,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,,,,,0,,,,3.634e-05,0.0,0,0.0,,,,,,79014941308.0,3.729994228489031,33699932832.0,-6.130484651442181,112714874140.0,-1.2002452114765751,,,1,,,,3.634e-05,,3.342e-05,4.383e-05,,5.1779999999999996e-05,-4.191e-05,,4.090000000000003e-06,0.0001,,0.0,-1.074e-05,,-0.00011074,5.948e-05,,6.063e-05,4.028e-05,,-3.4199999999999977e-06,-7.489999999999998e-06,7.825e-05,8.574e-05,,,,0,1,0,0,0,-1.0,3.0466500000000007e-05,,,,,,,,0,0,2.905e-05,0
2023-03-27 00:00:00.019000+00:00,2.905e-05,3.1809750000000006,3.675809523809524e-05,4.632100836759145e-05,,,,-0.16640603280752875,2.8440000000000002e-05,-7.095e-05,-7.095e-05,2.4730000000000002e-05,0.0,,4.632100836759145e-05,0,0,0.0,1.0,0.0,1.0,,,,,0,,,,2.905e-05,0.0,0,0.0,,,,,,79078783060.0,3.7595709673905464,33687836176.0,-6.151840141388321,112766619236.0,-1.196134586998887,,,1,,,,2.905e-05,,2.8440000000000002e-05,1.635e-05,,8.06e-06,0.0001,,0.00020361,4.188e-05,,8.549e-05,-6.44e-05,,-0.00016439999999999998,0.0001,,0.00019348,0.0001,,2.995000000000001e-05,1.27e-05,-7.095e-05,-8.365e-05,,,,0,1,0,0,0,1.0,4.32805e-05,,,,,,,,0,0,2.409e-05,0
2023-03-27 08:00:00.009000+00:00,2.409e-05,2.6378550000000005,3.358095238095238e-05,4.4687587527719815e-05,,,,-0.21238453239537983,5.735e-05,-7.591e-05,-6.672000000000001e-05,9.486e-05,0.0,,4.4687587527719815e-05,8,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,,,,,0,,,,2.409e-05,0.0,0,0.0,,,,,,79078783060.0,3.7595709673905464,33687836176.0,-6.151840141388321,112766619236.0,-1.196134586998887,,,1,,,,2.409e-05,,5.735e-05,-3.85e-06,,-1.382e-05,3.888e-05,,6.179e-05,-1.88e-06,,-0.00010188000000000001,6.61e-05,,2.5579999999999996e-05,8.705e-05,,-8.129999999999992e-06,0.0001,,3.5980000000000004e-05,2.794e-05,-1.4789999999999999e-05,-4.273e-05,,,,0,1,0,0,0,1.0,3.62115e-05,,,,,,,,0,0,-3.96e-06,0
2023-03-27 16:00:00+00:00,-3.96e-06,-0.43362,2.8630476190476193e-05,4.267481183042177e-05,,,,-0.7636934948883193,-4.0300000000000004e-05,-0.00010396,-0.00010396,-7.372e-05,0.0,,4.267481183042177e-05,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,,,,,0,,,,-3.96e-06,0.0,0,0.0,,,,,,79078783060.0,3.7595709673905464,33687836176.0,-6.151840141388321,112766619236.0,-1.196134586998887,,,1,,,,-3.96e-06,,-4.0300000000000004e-05,-1.71e-06,,-4.554e-05,2.013e-05,,6.204e-05,7.038e-05,,-2.9620000000000004e-05,0.0001,,0.00011074,9.856e-05,,3.9080000000000005e-05,4.454e-05,,4.2599999999999965e-06,-2.2500000000000005e-06,-2.4089999999999998e-05,-2.1839999999999998e-05,,,,1,0,0,0,1,1.0,3.3035500000000006e-05,,,,,,,,0,0,-1.428e-05,0
