fundingTime,regime_gmm,regime_label,fold,regime_predicted,p_crisis,p_bear,p_neutral,p_bull
2023-10-11 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9993144,0.00020464687,0.00030257078,0.00017839677
2023-10-11 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9980738,0.00048844464,0.0010421096,0.00039559716
2023-10-11 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9958754,0.0006617073,0.003250642,0.00021231262
2023-10-12 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9962804,0.00042071962,0.0030273618,0.00027159633
2023-10-12 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99414295,0.0005937665,0.0021617769,0.003101516
2023-10-12 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9959132,0.00036095496,0.0033388892,0.00038691683
2023-10-13 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9950976,0.00039610584,0.004307427,0.00019892851
2023-10-13 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99480623,0.0005305306,0.0044908584,0.00017233484
2023-10-13 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9966208,0.0006008879,0.0026069065,0.00017145583
2023-10-14 00:00:00+00:00,-1.0,CRISIS,1,-1,0.99710435,0.00067622465,0.0020322148,0.00018718916
2023-10-14 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99880135,0.0005086808,0.00056039507,0.00012960244
2023-10-14 16:00:00+00:00,-1.0,CRISIS,1,-1,0.99820065,0.00042085492,0.0011024507,0.00027596892
2023-10-15 00:00:00+00:00,-1.0,CRISIS,1,-1,0.99913776,0.00022817288,0.0005002096,0.00013385835
2023-10-15 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99817526,0.00043967398,0.0010420057,0.00034310162
2023-10-15 16:00:00+00:00,-1.0,CRISIS,1,-1,0.99731195,0.00041212645,0.001449296,0.0008266535
2023-10-16 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9985291,0.00047783344,0.0008240835,0.0001690259
2023-10-16 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99904305,0.00024328,0.0005875847,0.00012610215
2023-10-16 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9976179,0.00055997993,0.0016178649,0.00020424939
2023-10-17 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9990208,0.00025578027,0.00031139038,0.00041198367
2023-10-17 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9988972,0.00030310106,0.0006686905,0.00013096188
2023-10-17 16:00:00+00:00,-1.0,CRISIS,1,-1,0.99867165,0.00026328734,0.0004994765,0.00056564243
2023-10-18 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9959741,0.0004981428,0.0007443331,0.0027834154
2023-10-18 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9986852,0.0003525186,0.00080410583,0.00015824966
2023-10-18 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9925357,0.0008708334,0.0016586112,0.0049348893
2023-10-19 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9948719,0.0013232171,0.003310932,0.0004939467
2023-10-19 08:00:00.001000+00:00,-1.0,CRISIS,1,-1,0.99808073,0.00073836494,0.0009800164,0.0002009498
2023-10-19 16:00:00+00:00,-1.0,CRISIS,1,-1,0.99859506,0.00056725094,0.00068264717,0.00015506965
2023-10-20 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9936128,0.00087064184,0.005069271,0.0004472586
2023-10-20 08:00:00.005000+00:00,-1.0,CRISIS,1,-1,0.9987087,0.0005175886,0.0006397751,0.00013388538
2023-10-20 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9965771,0.0006701996,0.0023352632,0.00041743848
2023-10-21 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9967296,0.00056046335,0.0024896066,0.00022036464
2023-10-21 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9989827,0.00031861098,0.00038943518,0.00030916906
2023-10-21 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9942069,0.00085861137,0.002055814,0.002878625
2023-10-22 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9976211,0.00046560768,0.0017164978,0.00019677012
2023-10-22 08:00:00+00:00,-1.0,CRISIS,1,-1,0.99740964,0.00066364004,0.0017431674,0.00018361131
2023-10-22 16:00:00+00:00,-1.0,CRISIS,1,-1,0.99152464,0.0010544743,0.0044220914,0.0029987444
2023-10-23 00:00:00+00:00,-1.0,CRISIS,1,-1,0.99663335,0.0007902871,0.0021111316,0.0004652673
2023-10-23 08:00:00.001000+00:00,-1.0,CRISIS,1,-1,0.99035394,0.0016041308,0.00745893,0.0005829449
2023-10-23 16:00:00.001000+00:00,-1.0,CRISIS,1,-1,0.9976266,0.00085589266,0.00091164483,0.00060588185
2023-10-24 00:00:00+00:00,-1.0,CRISIS,1,-1,0.96547705,0.0015262201,0.00691546,0.026081288
2023-10-24 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9608736,0.0009632466,0.0024161623,0.03574706
2023-10-24 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9707643,0.0009304962,0.004469083,0.023836184
2023-10-25 00:00:00+00:00,-1.0,CRISIS,1,-1,0.9696013,0.0014413333,0.008569612,0.020387761
2023-10-25 08:00:00+00:00,-1.0,CRISIS,1,-1,0.96903306,0.0012953182,0.0033589543,0.026312696
2023-10-25 16:00:00.001000+00:00,-1.0,CRISIS,1,-1,0.9686818,0.0018181577,0.008878821,0.020621253
2023-10-26 00:00:00.001000+00:00,-1.0,CRISIS,1,-1,0.9422421,0.0022350329,0.012316843,0.043206025
2023-10-26 08:00:00+00:00,-1.0,CRISIS,1,-1,0.9380262,0.001966356,0.0049397354,0.055067748
2023-10-26 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9860123,0.0015490854,0.0036174199,0.008821247
2023-10-27 00:00:00+00:00,-1.0,CRISIS,1,-1,0.85325766,0.006993009,0.014610874,0.12513849
2023-10-27 08:00:00+00:00,-1.0,CRISIS,1,1,0.12873533,0.010090536,0.5614923,0.29968178
2023-10-27 16:00:00+00:00,-1.0,CRISIS,1,1,0.097804636,0.0047903387,0.73762345,0.15978153
2023-10-28 00:00:00+00:00,-1.0,CRISIS,1,1,0.14343996,0.011601134,0.48552355,0.3594354
2023-10-28 08:00:00.001000+00:00,-1.0,CRISIS,1,1,0.05719216,0.0061968123,0.75705826,0.17955278
2023-10-28 16:00:00+00:00,-1.0,CRISIS,1,1,0.00522717,0.0010792555,0.9746882,0.019005379
2023-10-29 00:00:00+00:00,1.0,NEUTRAL,1,1,0.018105796,0.0026926391,0.8537749,0.12542666
2023-10-29 08:00:00+00:00,1.0,NEUTRAL,1,1,0.0062266937,0.0014104473,0.93499607,0.05736674
2023-10-29 16:00:00+00:00,1.0,NEUTRAL,1,1,0.0008222784,0.000360542,0.9880633,0.010753869
2023-10-30 00:00:00+00:00,1.0,NEUTRAL,1,1,0.0028471847,0.00092215446,0.96721596,0.029014707
2023-10-30 08:00:00+00:00,1.0,NEUTRAL,1,1,0.0027371312,0.00093023415,0.9734004,0.022932213
2023-10-30 16:00:00+00:00,1.0,NEUTRAL,1,1,0.0027566466,0.0010346394,0.96802384,0.028184844
2023-10-31 00:00:00.001000+00:00,1.0,NEUTRAL,1,1,0.0021666167,0.0013348877,0.9732544,0.023244105
2023-10-31 08:00:00+00:00,1.0,NEUTRAL,1,1,0.002211797,0.0011932068,0.97354907,0.02304597
2023-10-31 16:00:00+00:00,1.0,NEUTRAL,1,1,0.00095176435,0.0016697263,0.99641234,0.00096615887
2023-11-01 00:00:00+00:00,1.0,NEUTRAL,1,1,0.00092201325,0.0009229849,0.9964218,0.0017331685
2023-11-01 08:00:00+00:00,1.0,NEUTRAL,1,1,0.006387992,0.003966012,0.98872185,0.0009241362
2023-11-01 16:00:00+00:00,-1.0,CRISIS,1,-1,0.9947482,0.0030693598,0.0016331956,0.0005492242
2023-11-02 00:00:00.001000+00:00,2.0,BULL,1,2,0.28454015,0.051441208,0.20100673,0.46301195
2023-11-02 08:00:00+00:00,2.0,BULL,1,-1,0.6980097,0.026855709,0.03341175,0.24172282
2023-11-02 16:00:00+00:00,-1.0,CRISIS,1,-1,0.67656577,0.02100949,0.033690155,0.26873457
2023-11-03 00:00:00+00:00,-1.0,CRISIS,1,2,0.08003789,0.0590482,0.4128057,0.4481082
2023-11-03 08:00:00+00:00,-1.0,CRISIS,1,2,0.10314486,0.059223775,0.3881907,0.44944063
2023-11-03 16:00:00+00:00,-1.0,CRISIS,1,2,0.15791431,0.06351372,0.29657558,0.4819964
2023-11-04 00:00:00+00:00,-1.0,CRISIS,1,1,0.1010286,0.061833058,0.4209165,0.41622186
2023-11-04 08:00:00+00:00,-1.0,CRISIS,1,1,0.11371966,0.06960043,0.47379136,0.34288853
2023-11-04 16:00:00+00:00,-1.0,CRISIS,1,1,0.119579814,0.07318705,0.49064887,0.31658432
2023-11-05 00:00:00+00:00,-1.0,CRISIS,1,1,0.09986769,0.083370425,0.5367242,0.28003767
2023-11-05 08:00:00+00:00,-1.0,CRISIS,1,1,0.09274828,0.08476616,0.5545971,0.2678885
2023-11-05 16:00:00+00:00,-1.0,CRISIS,1,1,0.09274828,0.08476616,0.5545971,0.2678885
2023-11-06 00:00:00+00:00,-1.0,CRISIS,1,1,0.17448264,0.086393826,0.4720222,0.2671013
2023-11-06 08:00:00.001000+00:00,-1.0,CRISIS,1,1,0.15679835,0.09105988,0.47354847,0.2785933
2023-11-06 16:00:00+00:00,2.0,BULL,1,2,0.02805562,0.29474014,0.06660678,0.6105975
2023-11-07 00:00:00.001000+00:00,0.0,BEAR,1,0,0.017659785,0.80988425,0.057664845,0.11479111
2023-11-07 08:00:00+00:00,0.0,BEAR,1,0,0.014148211,0.8516826,0.047098737,0.08707039
2023-11-07 16:00:00+00:00,2.0,BULL,1,2,0.025495213,0.3918278,0.027955526,0.5547214
2023-11-08 00:00:00+00:00,2.0,BULL,1,2,0.04585946,0.30210617,0.026054667,0.6259797
2023-11-08 08:00:00+00:00,0.0,BEAR,1,0,0.011629236,0.9100955,0.009790819,0.06848442
2023-11-08 16:00:00+00:00,0.0,BEAR,1,0,0.037880167,0.6740591,0.21284343,0.075217284
2023-11-09 00:00:00+00:00,0.0,BEAR,1,0,0.009735446,0.5260404,0.44996977,0.014254389
2023-11-09 08:00:00+00:00,0.0,BEAR,1,0,0.004728179,0.5208542,0.46336424,0.011053357
2023-11-09 16:00:00+00:00,2.0,BULL,1,2,0.21491414,0.15712386,0.049600933,0.5783611
2023-11-10 00:00:00+00:00,2.0,BULL,2,0,0.0015319212,0.7114068,0.12835412,0.15870714
2023-11-10 08:00:00+00:00,2.0,BULL,2,2,0.0054532345,0.099776186,0.14725696,0.74751365
2023-11-10 16:00:00+00:00,2.0,BULL,2,0,0.026005175,0.8594266,0.03418985,0.08037838
2023-11-11 00:00:00+00:00,2.0,BULL,2,0,0.0014751729,0.84463805,0.097474255,0.056412533
2023-11-11 08:00:00+00:00,2.0,BULL,2,0,0.0015192319,0.7860197,0.08935667,0.12310437
2023-11-11 16:00:00+00:00,2.0,BULL,2,2,0.08079252,0.070369124,0.0068140575,0.84202427
2023-11-12 00:00:00+00:00,2.0,BULL,2,2,0.11730831,0.07147828,0.0026193063,0.80859417
2023-11-12 08:00:00+00:00,2.0,BULL,2,2,0.021646313,0.2699063,0.05028212,0.6581652
2023-11-12 16:00:00.001000+00:00,2.0,BULL,2,0,0.091274306,0.45177758,0.015385275,0.44156286
2023-11-13 00:00:00+00:00,2.0,BULL,2,2,0.17749369,0.090676196,0.0024596713,0.7293704
2023-11-13 08:00:00+00:00,2.0,BULL,2,2,0.022695627,0.078047335,0.0050232625,0.8942338
2023-11-13 16:00:00+00:00,2.0,BULL,2,0,0.0036595378,0.79634315,0.017795382,0.1822019
2023-11-14 00:00:00+00:00,2.0,BULL,2,2,0.021853,0.10552529,0.023809953,0.84881175
2023-11-14 08:00:00+00:00,2.0,BULL,2,0,0.030357502,0.8243992,0.012823751,0.13241951
2023-11-14 16:00:00.001000+00:00,2.0,BULL,2,2,0.013066769,0.08361449,0.03584102,0.86747766
2023-11-15 00:00:00+00:00,2.0,BULL,2,0,0.031376455,0.9018718,0.0057449406,0.061006792
2023-11-15 08:00:00+00:00,2.0,BULL,2,0,0.0077396766,0.8855255,0.015814392,0.09092046
2023-11-15 16:00:00+00:00,2.0,BULL,2,2,0.046454273,0.10493595,0.004538388,0.8440713
2023-11-16 00:00:00+00:00,2.0,BULL,2,2,0.1202539,0.06963076,0.0024700921,0.8076452
2023-11-16 08:00:00+00:00,2.0,BULL,2,0,0.0034890894,0.7517784,0.030115446,0.21461709
2023-11-16 16:00:00.001000+00:00,2.0,BULL,2,2,0.006450494,0.09388947,0.021780333,0.87787974
2023-11-17 00:00:00+00:00,0.0,BEAR,2,0,0.03680152,0.93970686,0.01871592,0.0047756736
2023-11-17 08:00:00.001000+00:00,0.0,BEAR,2,0,0.0027015368,0.8813272,0.111492276,0.0044789826
2023-11-17 16:00:00.001000+00:00,0.0,BEAR,2,0,0.015903963,0.9580206,0.021206636,0.004868746
