fundingTime,regime_gmm,regime_label,fold,regime_predicted,p_crisis,p_bear,p_neutral,p_bull
2023-10-11 00:00:00+00:00,0.0,BEAR,1,0,0.0028417327,0.99306524,0.00046463823,0.0036283995
2023-10-11 08:00:00+00:00,0.0,BEAR,1,0,0.002208485,0.9965508,0.0002714282,0.00096930616
2023-10-11 16:00:00+00:00,0.0,BEAR,1,0,0.000292987,0.9988061,0.0002956174,0.00060526223
2023-10-12 00:00:00+00:00,0.0,BEAR,1,0,0.0003454088,0.9986156,0.00034435137,0.0006946013
2023-10-12 08:00:00+00:00,0.0,BEAR,1,0,0.00011828419,0.9996996,0.0001241084,5.8091926e-05
2023-10-12 16:00:00+00:00,0.0,BEAR,1,0,0.00049537426,0.9978556,0.00021706801,0.0014319236
2023-10-13 00:00:00+00:00,0.0,BEAR,1,0,0.00016019441,0.99974066,5.0275e-05,4.8847032e-05
2023-10-13 08:00:00+00:00,0.0,BEAR,1,0,0.00048023585,0.99932766,9.853508e-05,9.3632785e-05
2023-10-13 16:00:00+00:00,0.0,BEAR,1,0,0.0002338687,0.9995943,0.00010425187,6.7641595e-05
2023-10-14 00:00:00+00:00,0.0,BEAR,1,0,0.002288882,0.99739325,0.00015355612,0.0001642956
2023-10-14 08:00:00+00:00,0.0,BEAR,1,0,0.0020223188,0.99759465,0.00014143228,0.00024154053
2023-10-14 16:00:00+00:00,0.0,BEAR,1,0,0.000967948,0.99878937,0.00012376584,0.00011899596
2023-10-15 00:00:00+00:00,0.0,BEAR,1,0,0.005036665,0.99396884,0.0004499443,0.00054450036
2023-10-15 08:00:00+00:00,0.0,BEAR,1,0,0.0016446194,0.9963727,0.00083740504,0.0011452882
2023-10-15 16:00:00+00:00,0.0,BEAR,1,0,0.0035843316,0.9956449,0.0003464285,0.00042428108
2023-10-16 00:00:00+00:00,0.0,BEAR,1,0,0.008711682,0.9898511,0.0007987925,0.00063840655
2023-10-16 08:00:00+00:00,0.0,BEAR,1,0,0.00502595,0.99414694,0.00040332662,0.00042381912
2023-10-16 16:00:00+00:00,0.0,BEAR,1,0,0.031078752,0.9576276,0.0016706425,0.00962302
2023-10-17 00:00:00+00:00,0.0,BEAR,1,0,0.0017844534,0.99777347,0.00024461737,0.00019741543
2023-10-17 08:00:00+00:00,0.0,BEAR,1,0,0.003628752,0.9957623,0.00039649292,0.00021248132
2023-10-17 16:00:00+00:00,0.0,BEAR,1,0,0.0008458755,0.99872357,0.00030100852,0.00012956899
2023-10-18 00:00:00+00:00,0.0,BEAR,1,0,0.0043024323,0.9951308,0.0003489024,0.00021786663
2023-10-18 08:00:00+00:00,0.0,BEAR,1,0,0.0047371667,0.9945696,0.00042675567,0.00026648087
2023-10-18 16:00:00+00:00,0.0,BEAR,1,0,0.0039659697,0.9956304,0.00022828924,0.00017533699
2023-10-19 00:00:00+00:00,0.0,BEAR,1,0,0.0014195327,0.99827945,0.00015179742,0.00014918187
2023-10-19 08:00:00.001000+00:00,0.0,BEAR,1,0,0.0005167867,0.9992853,9.045723e-05,0.00010747298
2023-10-19 16:00:00+00:00,0.0,BEAR,1,0,0.009435691,0.98936605,0.0007178257,0.00048051187
2023-10-20 00:00:00+00:00,0.0,BEAR,1,0,0.22063942,0.77109104,0.0059590326,0.0023105203
2023-10-20 08:00:00.005000+00:00,0.0,BEAR,1,0,0.0099352915,0.9877944,0.0016166096,0.000653675
2023-10-20 16:00:00+00:00,0.0,BEAR,1,0,0.003535185,0.9957237,0.00059936073,0.00014169155
2023-10-21 00:00:00+00:00,0.0,BEAR,1,0,0.015899245,0.9822369,0.0014822093,0.00038162392
2023-10-21 08:00:00+00:00,0.0,BEAR,1,0,0.008788304,0.98821867,0.0021690899,0.0008239715
2023-10-21 16:00:00+00:00,0.0,BEAR,1,0,0.0016554105,0.99714714,0.0004623279,0.0007351025
2023-10-22 00:00:00+00:00,0.0,BEAR,1,0,0.0020165858,0.9962657,0.001459638,0.00025813552
2023-10-22 08:00:00+00:00,0.0,BEAR,1,0,0.034680437,0.96212953,0.002298753,0.00089130504
2023-10-22 16:00:00+00:00,0.0,BEAR,1,0,0.0040617366,0.99445444,0.0011000093,0.00038379634
2023-10-23 00:00:00+00:00,0.0,BEAR,1,0,0.0008674926,0.99686384,0.0006035243,0.0016651156
2023-10-23 08:00:00.001000+00:00,0.0,BEAR,1,0,0.005288648,0.99216324,0.001277695,0.0012704012
2023-10-23 16:00:00.001000+00:00,0.0,BEAR,1,0,0.08684161,0.9083988,0.0033127528,0.0014468523
2023-10-24 00:00:00+00:00,0.0,BEAR,1,0,0.0020973294,0.9684349,0.026313951,0.0031538918
2023-10-24 08:00:00+00:00,0.0,BEAR,1,0,0.0019388138,0.971949,0.023317426,0.0027947396
